Family_ID,Father ID,Mother_ID,Child_ID_1,Child_ID_2,Child_ID_3,Child_ID_4,Child_ID_5,Child_ID_6,Child_ID_7,Child_ID_8,Child_ID_9,Child_ID_10
F3513,I122616537464,I122616537447,,,,,,,,,,
F3514,I122610115024,I122610115031,I122610115512,I122610114611,,,,,,,,
F3515,I122596713685,I122596713801,I122596713875,I122596838400,,,,,,,,
F3516,I122594731310,I122594731331,I122603571573,I122594731296,,,,,,,,
F3517,I122604971449,I122604971463,I122604971342,I122605090618,,,,,,,,
F3518,I122619454118,I122619454091,I122593542289,,,,,,,,,
F3519,I122594731238,I122594731296,I122600505256,I122596665061,I122595008623,,,,,,,
F3520,I122606036416,I122606036467,I122606036288,I122606036527,,,,,,,,
F3521,I122595615892,I122595616085,I122595616178,,,,,,,,,
F3522,I122600187291,I122600187312,I122600187248,I122600187426,,,,,,,,
F3523,I122595009818,I122595009833,I122595009948,I122595009785,,,,,,,,
F3524,I122594092323,I122594092238,I122594092390,,,,,,,,,
F3525,I122597434820,I122597434727,,,,,,,,,,
F3526,I122600777106,I122600777063,I122617932788,I122619602236,I122608950253,I122600777174,,,,,,
F3527,I122594518297,I122594518320,I122594518277,,,,,,,,,
F3528,I122594174224,I122594174230,I122606224971,I122608955026,I122594174389,,,,,,,
F3529,I122614850132,I122614850479,,,,,,,,,,
F3530,I122594518277,I122594518201,,,,,,,,,,
F3531,I122608755259,I122608755236,,,,,,,,,,
F3532,I122603677074,I122603677136,I122603677194,,,,,,,,,
F3533,I122653712591,I122653712532,I122653714147,,,,,,,,,
F3534,I122595386728,I122595386782,,,,,,,,,,
F3535,I122595763555,I122595763610,I122595763661,I122595763410,,,,,,,,
F3536,I122620109466,I122620109564,I122620110706,,,,,,,,,
F3537,I122610541170,I122610541251,,,,,,,,,,
F3538,I122596599066,I122596599183,I122596599310,I122596598911,,,,,,,,
F3539,I122597434578,I122597434665,I122597434440,I122597434727,,,,,,,,
F3540,I122605495698,I122605495719,I122594585495,I122605495648,,,,,,,,
F3541,I122597057819,I122597057954,I122597058048,,,,,,,,,
F3542,I122618421977,I122618421852,,,,,,,,,,
F3543,I122619601611,I122619601624,,,,,,,,,,
F3544,I122608755319,I122608755323,I122608756595,I122608755259,I122608803704,,,,,,,
F3545,I122613867232,I122613867061,,,,,,,,,,
F3546,I122595763410,I122595763488,I122595763296,,,,,,,,,
F3547,I122618864246,I122618864187,I122595205812,,,,,,,,,
F3548,I122594518446,I122594518477,I122594518297,,,,,,,,,
F3549,I122604971336,I122604971342,I122605697635,I122604971328,,,,,,,,
F3550,I122606511463,I122606511476,I122606511435,,,,,,,,,
F3551,I122618044929,I122618044939,I122618044810,,,,,,,,,
F3552,I122614326006,I122614326129,,,,,,,,,,
F3553,I122614653670,I122614653683,I122614653390,I122614653983,,,,,,,,
F3554,I122603676970,I122603676974,I122603677074,I122603680277,I122603676807,,,,,,,
F3555,I122617209368,I122617209437,I122617209265,,,,,,,,,
F3556,I122597434863,I122597434867,I122597434820,,,,,,,,,
F3557,I122604971232,I122604971328,,,,,,,,,,
F3558,I122605495637,I122605495572,,,,,,,,,,
F3559,I122595386808,I122595386827,I122595386782,,,,,,,,,
F3560,I122614080216,I122614080296,I122614080578,,,,,,,,,
F3561,I122605086034,I122605085973,I122605086121,I122605087749,,,,,,,,
F3562,I122617635368,I122617635434,,,,,,,,,,
F3563,I122595616178,I122595616250,I122595616375,I122595616769,,,,,,,,
F3564,I122605495648,I122605495659,I122605495637,,,,,,,,,
F3565,I122606036288,I122606036311,I122606036254,,,,,,,,,
F3566,I122595386857,I122595386868,I122595386808,I122614465573,I122595387060,,,,,,,
F3567,I122619798044,I122619798021,,,,,,,,,,
F3568,I122604741903,I122604741988,I122605086965,I122608753857,I122606146147,I122593545459,,,,,,
F3569,I122600187237,I122600187183,,,,,,,,,,
F3570,I122605249906,I122605249822,I122605249813,,,,,,,,,
F3571,I122595010032,I122595009948,,,,,,,,,,
F3572,I122606511435,I122606511423,I122596493980,,,,,,,,,
F3573,I122602661226,I122602661085,,,,,,,,,,
F3574,I122605249757,I122605249792,I122605249750,,,,,,,,,
F3575,I122616537682,I122616537676,I122616537464,,,,,,,,,
F3576,I122617209757,I122617209437,,,,,,,,,,
F3577,I122606036254,I122606036269,I122606036172,,,,,,,,,
F3578,I122620126008,I122620125811,I122620120577,,,,,,,,,
F3579,I122595206615,I122595206648,I122595206674,I122618156256,I122606514376,,,,,,,
F3580,I122619798132,I122619798133,I122619798382,I122619798044,,,,,,,,
F3581,I122600187248,I122600187252,I122600187237,,,,,,,,,
F3582,I122613686947,I122613687072,,,,,,,,,,
F3583,I122642358546,I122642358527,I122642357812,,,,,,,,,
F3584,I122616767079,I122616767073,I122616766954,,,,,,,,,
F3585,I122619601847,I122619601839,I122619601695,,,,,,,,,
F3586,I122614850421,I122614850396,I122594265203,I122614850132,,,,,,,,
F3587,I122619487151,I122619487217,,,,,,,,,,
F3588,I122602824849,I122602824875,I122602824838,,,,,,,,,
F3589,I122594174011,I122594174026,I122594174062,,,,,,,,,
F3590,I122606511336,I122606511356,I122606511293,I122606511463,,,,,,,,
F3591,I122619798382,I122619798435,,,,,,,,,,
F3592,I122596025437,I122596025477,,,,,,,,,,
F3593,I122616538001,I122616537948,I122616537682,I122616538199,,,,,,,,
F3594,I122595206214,I122595206195,,,,,,,,,,
F3595,I122608935804,I122608935680,,,,,,,,,,
F3596,I122596598874,I122596598885,I122596598842,,,,,,,,,
F3597,I122606036172,I122606036202,I122606036043,,,,,,,,,
F3598,I122617602973,I122617602967,I122617603588,I122600702564,,,,,,,,
F3599,I122605249701,I122605249750,,,,,,,,,,
F3600,I122615128940,I122615128923,I122615128720,I122615620776,I122615625671,I122615897088,,,,,,
F3601,I122603676807,I122603676825,I122603676782,,,,,,,,,
F3602,I122602824838,I122602824774,,,,,,,,,,
F3603,I122605085864,I122605085924,I122605085973,I122605090944,,,,,,,,
F3604,I122596598911,I122596598920,I122596598885,,,,,,,,,
F3605,I122617635769,I122617635782,I122617635434,,,,,,,,,
F3606,I122597434430,I122597434440,I122597434401,,,,,,,,,
F3607,I122614457277,I122614457166,,,,,,,,,,
F3608,I122594092124,I122594092038,I122594092238,I122596873384,I122603676545,,,,,,,
F3609,I122595763259,I122595763296,,,,,,,,,,
F3610,I122650894710,I122650894770,I122650894795,,,,,,,,,
F3611,I122596877327,I122596877365,I122596877274,,,,,,,,,
F3612,I122606511293,I122606511283,I122606511261,I122644290683,,,,,,,,
F3613,I122619454441,I122619454433,I122619454520,,,,,,,,,
F3614,I122616472342,I122616472534,,,,,,,,,,
F3615,I122605249670,I122605249649,I122605249701,,,,,,,,,
F3616,I122609967964,I122609967955,I122609967369,,,,,,,,,
F3617,I122596025348,I122596025359,I122596025074,I122596025437,,,,,,,,
F3618,I122605691975,I122605692054,,,,,,,,,,
F3619,I122616767424,I122616767319,I122616767073,,,,,,,,,
F3620,I122594174062,I122594174093,I122594174119,,,,,,,,,
F3621,I122605692061,I122605692069,I122605692054,,,,,,,,,
F3622,I122605085864,I122605092156,I122605092100,I122605092810,,,,,,,,
F3623,I122619601868,I122619601867,I122619601847,I122619602107,,,,,,,,
F3624,I122604741819,I122604741730,I122604741903,I122604741704,,,,,,,,
F3625,I122606511261,I122606511246,I122606511231,,,,,,,,,
F3626,I122610069567,I122596664358,I122596664348,I122610069548,,,,,,,,
F3627,I122605692083,I122605692093,I122605692069,,,,,,,,,
F3628,I122616308602,I122616308712,,,,,,,,,,
F3629,I122604971120,I122604971185,I122604971232,,,,,,,,,
F3630,I122608657302,I122608657382,,,,,,,,,,
F3631,I122619601709,I122619601695,I122619601624,,,,,,,,,
F3632,I122606511231,I122606511209,I122606511164,,,,,,,,,
F3633,I122594174119,I122594174169,,,,,,,,,,
F3634,I122595746967,I122595747023,I122595747317,,,,,,,,,
F3635,I122595009785,I122595009713,I122595010337,,,,,,,,,
F3636,I122619454296,I122619454262,I122619454433,I122619454118,,,,,,,,
F3637,I122603676782,I122603676728,,,,,,,,,,
F3638,I122602660912,I122602660985,I122602661085,,,,,,,,,
F3639,I122618422030,I122618422049,I122618422347,I122618421977,,,,,,,,
F3640,I122618651417,I122618651413,I122618651631,I122600774528,,,,,,,,
F3641,I122606036043,I122606036055,I122593849789,,,,,,,,,
F3642,I122617455408,I122617455396,I122617455884,,,,,,,,,
F3643,I122617455441,I122617455396,I122617455231,,,,,,,,,
F3644,I122600367146,I122600367167,I122600367097,,,,,,,,,
F3645,I122605495357,I122605495401,I122605495812,I122605495572,,,,,,,,
F3646,I122615899021,I122615899046,I122615898634,,,,,,,,,
F3647,I122614326203,I122600501518,I122614326129,I122600501501,,,,,,,,
F3648,I122650681686,I122650681674,I122650681237,I122650682149,,,,,,,,
F3649,I122600776773,I122600372504,I122600372963,,,,,,,,,
F3650,I122606511164,I122606511146,I122606511124,,,,,,,,,
F3651,I122615407525,I122615407511,I122615407611,,,,,,,,,
F3652,I122608935900,I122608935911,I122608935804,,,,,,,,,
F3653,I122653712744,I122653712726,I122653712591,,,,,,,,,
F3654,I122596664466,I122596664473,I122594731310,I122603573727,I122603571169,I122595691486,I122603573167,,,,,
F3655,I122597057685,I122597057701,I122605657623,I122597057819,I122597057551,,,,,,,
F3656,I122606511124,I122606511114,I122606511102,,,,,,,,,
F3657,I122613867452,I122613867442,I122613867232,,,,,,,,,
F3658,I122603207588,I122603207568,I122603207444,I122604972325,,,,,,,,
F3659,I122595752795,I122595752861,I122595752917,,,,,,,,,
F3660,I122605697989,I122605697993,I122605697955,,,,,,,,,
F3661,I122605697989,I122605698134,,,,,,,,,,
F3662,I122614791282,I122614791204,,,,,,,,,,
F3663,I122614791293,I122614791289,I122614791496,I122614791204,,,,,,,,
F3664,I122594589475,I122594589539,I122594589251,I122594589600,,,,,,,,
F3665,I122617920595,I122617920648,I122617920959,,,,,,,,,
F3666,I122604960799,I122604960735,,,,,,,,,,
F3667,I122596096833,I122596096841,I122596096802,,,,,,,,,
F3668,I122600700816,I122600700825,I122600700798,,,,,,,,,
F3669,I122608810943,I122608811014,,,,,,,,,,
F3670,I122600520585,I122600520649,,,,,,,,,,
F3671,I122594261883,I122594261806,,,,,,,,,,
F3672,I122594900835,I122594900794,I122594900873,,,,,,,,,
F3673,I122596555628,I122596555641,I122596555626,,,,,,,,,
F3674,I122596555564,I122596555626,,,,,,,,,,
F3675,I122603830265,I122603830247,I122603830287,I122603831158,,,,,,,,
F3676,I122615626830,I122615626628,,,,,,,,,,
F3677,I122596113347,I122596113275,,,,,,,,,,
F3678,I122594097929,I122594097949,I122610681213,I122594097907,,,,,,,,
F3679,I122594736782,I122594736901,I122594736976,I122594737881,,,,,,,,
F3680,I122605091758,I122605091815,I122605092544,,,,,,,,,
F3681,I122617412854,I122617412797,I122617412698,I122593657206,,,,,,,,
F3682,I122602830748,I122602830703,I122602831506,I122602830794,,,,,,,,
F3683,I122619722817,I122619722907,,,,,,,,,,
F3684,I122603371411,I122603371502,,,,,,,,,,
F3685,I122596096877,I122596096896,I122596096833,I122596097057,,,,,,,,
F3686,I122619395435,I122619395315,,,,,,,,,,
F3687,I122608941970,I122608942168,I122608941431,,,,,,,,,
F3688,I122614791160,I122614791204,I122614791420,,,,,,,,,
F3689,I122594999153,I122594999301,I122594999348,,,,,,,,,
F3690,I122604960664,I122604960600,I122604960735,,,,,,,,,
F3691,I122603371518,I122603371544,I122603371888,I122603371502,,,,,,,,
F3692,I122605697946,I122605697955,I122605655617,,,,,,,,,
F3693,I122595392213,I122595392317,I122595392385,I122595392929,,,,,,,,
F3694,I122600700908,I122600700927,I122600700735,,,,,,,,,
F3695,I122602830849,I122602830794,,,,,,,,,,
F3696,I122614283242,I122614283291,I122614283116,,,,,,,,,
F3697,I122606517150,I122606517076,I122606517462,,,,,,,,,
F3698,I122642349719,I122642349689,I122642352987,I122642349331,,,,,,,,
F3699,I122596490020,I122596489876,I122596490112,,,,,,,,,
F3700,I122597161785,I122597161774,I122597161875,I122597161725,,,,,,,,
F3701,I122609745058,I122609745006,I122609744764,,,,,,,,,
F3702,I122618854673,I122618854601,,,,,,,,,,
F3703,I122596113188,I122596113098,I122596113275,,,,,,,,,
F3704,I122596096716,I122596096802,,,,,,,,,,
F3705,I122596604728,I122596604406,,,,,,,,,,
F3706,I122594736976,I122594737064,,,,,,,,,,
F3707,I122616577455,I122616577255,I122616577741,,,,,,,,,
F3708,I122596113361,I122596113372,I122596113347,,,,,,,,,
F3709,I122596555724,I122596555744,I122596555786,,,,,,,,,
F3710,I122602830579,I122602830636,I122603684640,I122602830703,I122602833242,I122619745807,I122603685170,,,,,
F3711,I122596490190,I122596490112,,,,,,,,,,
F3712,I122594589690,I122594589600,,,,,,,,,,
F3713,I122608811144,I122608811160,I122608811014,,,,,,,,,
F3714,I122614791420,I122614791451,,,,,,,,,,
F3715,I122596113478,I122596113372,,,,,,,,,,
F3716,I122595752917,I122595753088,,,,,,,,,,
F3717,I122600520450,I122600520529,I122600520585,,,,,,,,,
F3718,I122596490207,I122596490209,I122596490190,,,,,,,,,
F3719,I122594737085,I122594737103,I122594737064,I122617411150,,,,,,,,
F3720,I122594261931,I122594261962,I122594262300,I122594261912,,,,,,,,
F3721,I122610629631,I122610629780,,,,,,,,,,
F3722,I122596490223,I122595750931,I122616598840,I122596490207,I122595751084,,,,,,,
F3723,I122618510316,I122618510361,I122618510604,,,,,,,,,
F3724,I122603207425,I122603207444,I122604734733,I122603207395,I122604735215,,,,,,,
F3725,I122608418222,I122608417981,,,,,,,,,,
F3726,I122594261900,I122594261912,I122594261883,,,,,,,,,
F3727,I122594900929,I122594900873,I122594901015,,,,,,,,,
F3728,I122600373062,I122600373053,I122600373027,,,,,,,,,
F3729,I122619870215,I122619870007,I122619870696,I122605248723,,,,,,,,
F3730,I122600700735,I122600700648,,,,,,,,,,
F3731,I122600700735,I122600700798,,,,,,,,,,
F3732,I122600373027,I122600372963,,,,,,,,,,
F3733,I122600504061,I122600504096,I122600504048,,,,,,,,,
F3734,I122595392491,I122595392385,I122595392580,,,,,,,,,
F3735,I122597161975,I122597161875,I122597162026,,,,,,,,,
F3736,I122615905497,I122615905421,,,,,,,,,,
F3737,I122614823688,I122614824118,I122600369540,,,,,,,,,
F3738,I122620131978,I122620132453,I122602659219,I122620125811,,,,,,,,
F3739,I122600373089,I122600373077,I122600373053,,,,,,,,,
F3740,I122594098271,I122594098167,,,,,,,,,,
F3741,I122596555655,I122596555657,I122596555641,I122596555724,,,,,,,,
F3742,I122614332596,I122614332767,,,,,,,,,,
F3743,I122614283434,I122614283428,I122614283291,,,,,,,,,
F3744,I122617412698,I122617412730,I122617412600,I122617446726,,,,,,,,
F3745,I122614283651,I122614283428,,,,,,,,,,
F3746,I122608811232,I122608811243,I122608811144,,,,,,,,,
F3747,I122605091636,I122605091646,I122605091758,I122605091382,,,,,,,,
F3748,I122609745156,I122609745146,I122609745058,,,,,,,,,
F3749,I122595752602,I122595752539,I122595752795,,,,,,,,,
F3750,I122603207330,I122603207395,,,,,,,,,,
F3751,I122615905633,I122615906273,I122615905497,,,,,,,,,
F3752,I122594261567,I122594261483,I122594261806,,,,,,,,,
F3753,I122618854839,I122618854850,I122618854673,,,,,,,,,
F3754,I122604960276,I122604960450,I122604960600,,,,,,,,,
F3755,I122595408573,I122595408463,,,,,,,,,,
F3756,I122596555322,I122596555354,I122604973980,I122596555395,I122596595755,,,,,,,
F3757,I122596604605,I122596604501,,,,,,,,,,
F3758,I122594554684,I122594556467,I122594565809,I122594551189,,,,,,,,
F3759,I122594589251,I122594589199,I122594589292,,,,,,,,,
F3760,I122600504048,I122600503971,,,,,,,,,,
F3761,I122596916226,I122596915829,,,,,,,,,,
F3762,I122619887003,I122619886915,,,,,,,,,,
F3763,I122609073598,I122609073465,I122602658236,,,,,,,,,
F3764,I122597161661,I122597161589,,,,,,,,,,
F3765,I122614791496,I122614791490,I122614791451,,,,,,,,,
F3766,I122618412422,I122618412494,I122618420260,I122618412741,I122618509679,,,,,,,
F3767,I122617920959,I122617921033,,,,,,,,,,
F3768,I122618969378,I122618969480,I122618969712,,,,,,,,,
F3769,I122614791496,I122614791714,,,,,,,,,,
F3770,I122618510847,I122618510923,,,,,,,,,,
F3771,I122619870747,I122619870696,I122619871257,,,,,,,,,
F3772,I122594589009,I122594589292,,,,,,,,,,
F3773,I122603829913,I122603829915,I122603830071,I122603829898,,,,,,,,
F3774,I122595752479,I122595752419,I122595752539,,,,,,,,,
F3775,I122619018748,I122619018831,,,,,,,,,,
F3776,I122595392016,I122595392042,I122595391702,I122597420448,,,,,,,,
F3777,I122603829898,I122603829876,,,,,,,,,,
F3778,I122609745248,I122609745240,I122609745146,I122609745627,,,,,,,,
F3779,I122596096641,I122596096565,I122596096716,,,,,,,,,
F3780,I122596489770,I122596489675,I122596489876,I122596489634,,,,,,,,
F3781,I122615627015,I122615627140,I122615626830,,,,,,,,,
F3782,I122609483143,I122609483126,I122609482724,,,,,,,,,
F3783,I122595392213,I122595392042,,,,,,,,,,
F3784,I122603829852,I122603829876,,,,,,,,,,
F3785,I122618510641,I122618510604,I122618510847,,,,,,,,,
F3786,I122602830364,I122602830371,I122602830268,,,,,,,,,
F3787,I122594097826,I122594097907,,,,,,,,,,
F3788,I122604960276,I122604960347,I122604960104,,,,,,,,,
F3789,I122605091382,I122605091420,I122604971185,,,,,,,,,
F3790,I122596555474,I122596555501,I122596555564,,,,,,,,,
F3791,I122619723073,I122619723063,I122619722907,I122619724345,I122619722680,,,,,,,
F3792,I122605697543,I122605697635,,,,,,,,,,
F3793,I122619493654,I122619493640,I122619492998,I122619493940,,,,,,,,
F3794,I122609958425,I122609958310,I122609959023,I122609959085,I122610070192,,,,,,,
F3795,I122595408619,I122595408631,I122595408573,,,,,,,,,
F3796,I122614283651,I122614283735,I122614283897,I122614283904,,,,,,,,
F3797,I122600503869,I122600503913,I122600503971,,,,,,,,,
F3798,I122617609535,I122617609587,I122617631494,,,,,,,,,
F3799,I122605909721,I122603207197,I122605909670,I122603207330,,,,,,,,
F3800,I122597161661,I122597161725,,,,,,,,,,
F3801,I122615627169,I122615627184,I122615640501,I122615627015,,,,,,,,
F3802,I122596555395,I122596555420,I122596841018,I122596555922,I122596555474,I122650678079,,,,,,
F3803,I122613693846,I122613693847,I122613693276,I122613694615,I122615899046,,,,,,,
F3804,I122603829767,I122603829803,I122603829852,,,,,,,,,
F3805,I122609876481,I122609876451,I122609876825,I122615409155,I122610265473,I122610266298,I122610535772,,,,,
F3806,I122608942601,I122608942585,I122608942168,I122608943020,,,,,,,,
F3807,I122605910537,I122605910546,I122605910498,I122605911822,,,,,,,,
F3808,I122616561367,I122616561305,I122616561703,I122616577255,I122616577174,I122616605682,,,,,,
F3809,I122594605354,I122594605445,I122594661339,I122594659978,I122594605214,I122594662030,,,,,,
F3810,I122614283921,I122614283897,,,,,,,,,,
F3811,I122594736419,I122594736480,,,,,,,,,,
F3812,I122595391702,I122595391828,I122595391664,,,,,,,,,
F3813,I122644937765,I122644937717,I122594261379,,,,,,,,,
F3814,I122602830268,I122602830211,,,,,,,,,,
F3815,I122605697415,I122605697495,I122605697543,,,,,,,,,
F3816,I122594097349,I122594097454,,,,,,,,,,
F3817,I122605910490,I122605910498,I122605910470,,,,,,,,,
F3818,I122616299139,I122616299132,I122615999671,,,,,,,,,
F3819,I122600700327,I122600700334,I122600700263,,,,,,,,,
F3820,I122614791760,I122614791714,,,,,,,,,,
F3821,I122596112832,I122596112759,,,,,,,,,,
F3822,I122617921201,I122617921199,I122617921678,I122617921033,,,,,,,,
F3823,I122619493940,I122619494038,I122619494263,,,,,,,,,
F3824,I122605910402,I122605910470,,,,,,,,,,
F3825,I122596489485,I122596489634,I122596489328,,,,,,,,,
F3826,I122654538914,I122654538905,I122654538738,I122654539155,,,,,,,,
F3827,I122600503642,I122600503764,I122600503540,I122600503869,,,,,,,,
F3828,I122594900328,I122594900390,I122594900246,I122595004529,I122595205819,I122595206615,I122595207888,I122595388930,,,,
F3829,I122594589048,I122594589055,I122594589009,,,,,,,,,
F3830,I122616577741,I122616577922,,,,,,,,,,
F3831,I122619887373,I122619887359,I122619887169,,,,,,,,,
F3832,I122594097477,I122594097489,I122594097454,,,,,,,,,
F3833,I122594261331,I122594261379,I122594261483,I122604573323,,,,,,,,
F3834,I122604960104,I122604960172,I122604959962,,,,,,,,,
F3835,I122610630230,I122610630304,I122610677550,,,,,,,,,
F3836,I122618855111,I122618855120,I122618854850,,,,,,,,,
F3837,I122644282640,I122644282460,,,,,,,,,,
F3838,I122596604308,I122596604193,I122596604406,I122596604501,I122605983294,,,,,,,
F3839,I122610679385,I122610679517,I122610680018,I122610680115,,,,,,,,
F3840,I122594589009,I122594588911,,,,,,,,,,
F3841,I122618412741,I122618412801,I122618421560,I122618413069,,,,,,,,
F3842,I122596112850,I122596112861,I122608940972,I122596112832,I122596113098,I122596114336,,,,,,
F3843,I122594736532,I122594736550,I122594736480,,,,,,,,,
F3844,I122600700190,I122600700096,,,,,,,,,,
F3845,I122600503540,I122600503552,I122600503534,,,,,,,,,
F3846,I122619887169,I122619887152,I122619887003,,,,,,,,,
F3847,I122656291903,I122656291931,,,,,,,,,,
F3848,I122596096496,I122596096425,I122596096565,I122616579158,,,,,,,,
F3849,I122605910356,I122605910294,I122605910402,,,,,,,,,
F3850,I122606516465,I122606516548,,,,,,,,,,
F3851,I122594605458,I122594605469,I122594605445,I122593578032,,,,,,,,
F3852,I122614791872,I122614791865,I122614791760,,,,,,,,,
F3853,I122610548418,I122610548362,,,,,,,,,,
F3854,I122618969712,I122618970054,,,,,,,,,,
F3855,I122605697271,I122605697284,I122605697415,I122605697246,,,,,,,,
F3856,I122594736620,I122594736628,I122594736782,I122594736532,,,,,,,,
F3857,I122605271315,I122605271269,,,,,,,,,,
F3858,I122609745627,I122609745668,I122594738985,,,,,,,,,
F3859,I122594097624,I122594097646,I122594097477,I122594097826,I122594098167,,,,,,,
F3860,I122594589120,I122594589132,I122594589199,I122594589055,,,,,,,,
F3861,I122600700263,I122608383231,I122600700190,,,,,,,,,
F3862,I122602830148,I122602830076,I122602830211,,,,,,,,,
F3863,I122614283921,I122614283904,I122614325335,,,,,,,,,
F3864,I122642349331,I122642349280,I122642348045,,,,,,,,,
F3865,I122614087580,I122614087493,I122614087788,,,,,,,,,
F3866,I122595571820,I122595571799,I122595571786,,,,,,,,,
F3867,I122594588626,I122594588706,I122594588750,,,,,,,,,
F3868,I122613858192,I122613858121,I122613859174,,,,,,,,,
F3869,I122600503427,I122600503375,I122600503477,,,,,,,,,
F3870,I122605910197,I122605910254,I122605910294,,,,,,,,,
F3871,I122594523125,I122594523195,I122594523015,,,,,,,,,
F3872,I122595571786,I122595571752,,,,,,,,,,
F3873,I122604959912,I122604959962,,,,,,,,,,
F3874,I122594998320,I122594998366,I122594998428,,,,,,,,,
F3875,I122602829871,I122602830009,I122602830076,,,,,,,,,
F3876,I122594605166,I122594605106,,,,,,,,,,
F3877,I122596915295,I122596915385,,,,,,,,,,
F3878,I122656292322,I122656292312,I122656292181,,,,,,,,,
F3879,I122614464288,I122614464358,,,,,,,,,,
F3880,I122600700049,I122600699990,I122600700096,,,,,,,,,
F3881,I122600503534,I122600503477,I122600697906,,,,,,,,,
F3882,I122610548499,I122610548544,I122610548418,,,,,,,,,
F3883,I122594097161,I122594097270,I122594097349,,,,,,,,,
F3884,I122596489328,I122596489175,,,,,,,,,,
F3885,I122614660932,I122614660921,I122597420963,,,,,,,,,
F3886,I122609074079,I122609073999,I122609074501,,,,,,,,,
F3887,I122614791987,I122614791950,I122614792424,I122614791872,I122614791289,,,,,,,
F3888,I122654539155,I122654539087,I122614075901,,,,,,,,,
F3889,I122605090944,I122605090960,I122605090917,I122628724074,,,,,,,,
F3890,I122606024859,I122606024886,I122596660380,I122606024810,,,,,,,,
F3891,I122606516415,I122606516376,I122606516465,,,,,,,,,
F3892,I122604959826,I122604959875,I122604959912,,,,,,,,,
F3893,I122619019235,I122619019220,I122619016880,,,,,,,,,
F3894,I122618855404,I122618855393,I122618855922,I122618855120,,,,,,,,
F3895,I122609876853,I122609876825,I122609958310,I122610067610,I122610112574,,,,,,,
F3896,I122605271227,I122605271190,I122605271269,,,,,,,,,
F3897,I122594588750,I122594588826,I122594588911,,,,,,,,,
F3898,I122619494365,I122619494263,,,,,,,,,,
F3899,I122595391534,I122595391664,I122595570970,,,,,,,,,
F3900,I122594736210,I122594736307,I122594736419,,,,,,,,,
F3901,I122605910080,I122605910146,I122605910197,,,,,,,,,
F3902,I122602829871,I122602829878,I122602829842,,,,,,,,,
F3903,I122603862108,I122603862111,I122603862019,I122594522293,,,,,,,,
F3904,I122606024810,I122606024829,I122606024774,,,,,,,,,
F3905,I122614661035,I122614661118,I122614660932,I122614664408,,,,,,,,
F3906,I122603829320,I122603829334,I122603829305,,,,,,,,,
F3907,I122644938170,I122644938171,I122594261254,I122644937765,,,,,,,,
F3908,I122605090775,I122605090896,,,,,,,,,,
F3909,I122616594178,I122616594283,I122616594466,,,,,,,,,
F3910,I122656292187,I122656292181,I122656291931,,,,,,,,,
F3911,I122605090917,I122605090926,I122605090896,,,,,,,,,
F3912,I122594605184,I122594605214,I122594605166,,,,,,,,,
F3913,I122596111895,I122596112616,,,,,,,,,,
F3914,I122606024702,I122606024774,,,,,,,,,,
F3915,I122594998497,I122594998428,,,,,,,,,,
F3916,I122602829776,I122602829842,I122602829704,,,,,,,,,
F3917,I122608943020,I122608943083,,,,,,,,,,
F3918,I122603829305,I122603829273,,,,,,,,,,
F3919,I122644282864,I122644282840,I122644283571,I122644282640,,,,,,,,
F3920,I122594998509,I122594998511,I122594998497,,,,,,,,,
F3921,I122616299335,I122616299350,I122616299139,I122616300648,,,,,,,,
F3922,I122605271004,I122605271046,I122605270994,I122605271190,,,,,,,,
F3923,I122615051957,I122615054271,I122615093757,,,,,,,,,
F3924,I122603862019,I122603862029,I122603862000,,,,,,,,,
F3925,I122600372149,I122600372342,I122600372504,I122600371917,,,,,,,,
F3926,I122606516214,I122606516239,I122606516143,I122606516376,,,,,,,,
F3927,I122608269327,I122608269338,I122608269108,,,,,,,,,
F3928,I122608941072,I122608940972,I122608941387,,,,,,,,,
F3929,I122596097872,I122596097886,I122596097836,,,,,,,,,
F3930,I122600374146,I122600374166,I122600374116,I122603831810,I122600376092,,,,,,,
F3931,I122613692362,I122613692493,,,,,,,,,,
F3932,I122595753792,I122595753809,I122595753398,I122596607011,,,,,,,,
F3933,I122618968250,I122618968264,I122618969378,I122618968107,,,,,,,,
F3934,I122602651641,I122602651580,I122602652448,,,,,,,,,
F3935,I122596999012,I122596998993,,,,,,,,,,
F3936,I122593541922,I122593542026,I122593541890,I122596493903,I122597002925,,,,,,,
F3937,I122609072160,I122609072150,I122616983515,I122617212726,I122609071939,,,,,,,
F3938,I122603831232,I122603831235,I122603831209,,,,,,,,,
F3939,I122605912027,I122605912032,I122605912322,I122605912012,,,,,,,,
F3940,I122596603065,I122596605806,,,,,,,,,,
F3941,I122596999014,I122596999019,I122596999055,I122596999012,,,,,,,,
F3942,I122617411704,I122617411758,I122617411874,,,,,,,,,
F3943,I122597539673,I122597539591,,,,,,,,,,
F3944,I122597162773,I122597162853,,,,,,,,,,
F3945,I122609727520,I122609727335,,,,,,,,,,
F3946,I122606518215,I122606518234,I122606518181,,,,,,,,,
F3947,I122605912012,I122605911946,,,,,,,,,,
F3948,I122603831265,I122603831279,I122603831343,I122603831232,,,,,,,,
F3949,I122610628620,I122610628615,I122610628530,,,,,,,,,
F3950,I122614347838,I122614347853,I122596494349,I122596494085,I122614347540,,,,,,,
F3951,I122614462489,I122614462541,,,,,,,,,,
